MD step 0: esapsed time: 13.31, average time: 13.31
MD step 750: esapsed time: 10792.54, average time: 14.37
MD step 760: esapsed time: 10927.06, average time: 14.36
MD step 770: esapsed time: 11075.36, average time: 14.36
MD step 780: esapsed time: 11243.32, average time: 14.40
MD step 790: esapsed time: 11390.19, average time: 14.40
MD step 800: esapsed time: 11538.32, average time: 14.40
MD step 810: esapsed time: 11668.21, average time: 14.39
MD step 820: esapsed time: 11803.57, average time: 14.38
MD step 830: esapsed time: 11958.42, average time: 14.39
MD step 840: esapsed time: 12085.61, average time: 14.37
MD step 850: esapsed time: 12219.05, average time: 14.36
MD step 860: esapsed time: 12375.90, average time: 14.37
MD step 870: esapsed time: 12514.85, average time: 14.37
MD step 880: esapsed time: 12656.76, average time: 14.37
MD step 890: esapsed time: 12789.01, average time: 14.35
MD step 900: esapsed time: 12915.50, average time: 14.33
MD step 910: esapsed time: 13060.86, average time: 14.34
MD step 920: esapsed time: 13198.26, average time: 14.33
MD step 930: esapsed time: 13361.89, average time: 14.35
MD step 940: esapsed time: 13535.12, average time: 14.38
MD step 950: esapsed time: 13676.94, average time: 14.38
MD step 960: esapsed time: 13825.05, average time: 14.39
MD step 970: esapsed time: 13980.60, average time: 14.40
MD step 980: esapsed time: 14127.95, average time: 14.40
MD step 990: esapsed time: 14257.92, average time: 14.39
MD step 1000: esapsed time: 14385.17, average time: 14.37
MD step 1010: esapsed time: 14527.67, average time: 14.37
MD step 1020: esapsed time: 14650.62, average time: 14.35
MD step 1030: esapsed time: 14797.46, average time: 14.35
MD step 1040: esapsed time: 14934.81, average time: 14.35
MD step 1050: esapsed time: 15094.47, average time: 14.36
MD step 1060: esapsed time: 15235.27, average time: 14.36
MD step 1070: esapsed time: 15372.79, average time: 14.35
MD step 1080: esapsed time: 15511.30, average time: 14.35
MD step 1090: esapsed time: 15654.37, average time: 14.35
MD step 1100: esapsed time: 15803.39, average time: 14.35
MD step 1110: esapsed time: 15933.97, average time: 14.34
MD step 1120: esapsed time: 16073.69, average time: 14.34
MD step 1130: esapsed time: 16210.48, average time: 14.33
MD step 1140: esapsed time: 16336.74, average time: 14.32
MD step 1150: esapsed time: 16468.40, average time: 14.31
MD step 1160: esapsed time: 16607.27, average time: 14.30
MD step 1170: esapsed time: 16734.33, average time: 14.29
MD step 1180: esapsed time: 16880.91, average time: 14.29
MD step 1190: esapsed time: 17033.81, average time: 14.30
MD step 1200: esapsed time: 17177.59, average time: 14.30
MD step 1210: esapsed time: 17337.94, average time: 14.32
MD step 1220: esapsed time: 17476.08, average time: 14.31
MD step 1230: esapsed time: 17621.24, average time: 14.31
MD step 1240: esapsed time: 17760.81, average time: 14.31
MD step 1250: esapsed time: 17895.83, average time: 14.31
MD step 1260: esapsed time: 18030.66, average time: 14.30
MD step 1270: esapsed time: 18171.74, average time: 14.30
MD step 1280: esapsed time: 18299.54, average time: 14.29
MD step 1290: esapsed time: 18453.85, average time: 14.29
MD step 1300: esapsed time: 18604.84, average time: 14.30
MD step 1310: esapsed time: 18748.01, average time: 14.30
MD step 1320: esapsed time: 18873.63, average time: 14.29
MD step 1330: esapsed time: 19009.48, average time: 14.28
MD step 1340: esapsed time: 19142.45, average time: 14.27
MD step 1350: esapsed time: 19263.27, average time: 14.26
MD step 1360: esapsed time: 19394.37, average time: 14.25
MD step 1370: esapsed time: 19537.54, average time: 14.25
MD step 1380: esapsed time: 19661.13, average time: 14.24
MD step 1390: esapsed time: 19794.97, average time: 14.23
MD step 1400: esapsed time: 19927.63, average time: 14.22
MD step 1410: esapsed time: 20057.52, average time: 14.22
MD step 1420: esapsed time: 20179.90, average time: 14.20
MD step 1430: esapsed time: 20302.88, average time: 14.19
MD step 1440: esapsed time: 20427.82, average time: 14.18
MD step 1450: esapsed time: 20552.80, average time: 14.16
MD step 1460: esapsed time: 20694.44, average time: 14.16
MD step 1470: esapsed time: 20839.70, average time: 14.17
MD step 1480: esapsed time: 20985.39, average time: 14.17
MD step 1490: esapsed time: 21129.76, average time: 14.17
MD step 1500: esapsed time: 21263.38, average time: 14.17
MD step 1510: esapsed time: 21408.57, average time: 14.17
MD step 1520: esapsed time: 21547.98, average time: 14.17
MD step 1530: esapsed time: 21689.37, average time: 14.17
MD step 1540: esapsed time: 21817.75, average time: 14.16
MD step 1550: esapsed time: 21964.79, average time: 14.16
MD step 1560: esapsed time: 22098.18, average time: 14.16
MD step 1570: esapsed time: 22229.26, average time: 14.15
MD step 1580: esapsed time: 22369.17, average time: 14.15
MD step 1590: esapsed time: 22500.93, average time: 14.14
MD step 1600: esapsed time: 22646.00, average time: 14.14
MD step 1610: esapsed time: 22781.63, average time: 14.14
MD step 1620: esapsed time: 22929.55, average time: 14.15
MD step 1630: esapsed time: 23071.17, average time: 14.15
MD step 1640: esapsed time: 23209.77, average time: 14.14
MD step 1650: esapsed time: 23375.72, average time: 14.16
MD step 1660: esapsed time: 23518.98, average time: 14.16
MD step 1670: esapsed time: 23675.13, average time: 14.17
MD step 1680: esapsed time: 23840.11, average time: 14.18
MD step 1690: esapsed time: 23985.59, average time: 14.18
MD step 1700: esapsed time: 24133.95, average time: 14.19
MD step 1710: esapsed time: 24281.22, average time: 14.19
MD step 1720: esapsed time: 24414.18, average time: 14.19
MD step 1730: esapsed time: 24548.24, average time: 14.18
MD step 1740: esapsed time: 24700.00, average time: 14.19
MD step 1750: esapsed time: 24840.81, average time: 14.19
MD step 1760: esapsed time: 24969.39, average time: 14.18
MD step 1770: esapsed time: 25108.65, average time: 14.18
MD step 1780: esapsed time: 25255.91, average time: 14.18
MD step 1790: esapsed time: 25398.75, average time: 14.18
MD step 1800: esapsed time: 25530.04, average time: 14.18
MD step 1810: esapsed time: 25674.82, average time: 14.18
MD step 1820: esapsed time: 25823.35, average time: 14.18
MD step 1830: esapsed time: 25960.57, average time: 14.18
MD step 1840: esapsed time: 26115.53, average time: 14.19
MD step 1850: esapsed time: 26276.16, average time: 14.20
MD step 1860: esapsed time: 26430.28, average time: 14.20
MD step 1870: esapsed time: 26566.26, average time: 14.20
MD step 1880: esapsed time: 26705.56, average time: 14.20
MD step 1890: esapsed time: 26845.44, average time: 14.20
MD step 1900: esapsed time: 26978.35, average time: 14.19
MD step 1910: esapsed time: 27128.17, average time: 14.20
MD step 1920: esapsed time: 27267.68, average time: 14.19
MD step 1930: esapsed time: 27410.57, average time: 14.20
MD step 1940: esapsed time: 27538.43, average time: 14.19
MD step 1950: esapsed time: 27673.82, average time: 14.18
MD step 1960: esapsed time: 27812.96, average time: 14.18
MD step 1970: esapsed time: 27958.22, average time: 14.18
MD step 1980: esapsed time: 28093.86, average time: 14.18
MD step 1990: esapsed time: 28234.26, average time: 14.18
MD step 2000: esapsed time: 28386.71, average time: 14.19
MD step 2010: esapsed time: 28528.93, average time: 14.19
MD step 2020: esapsed time: 28666.59, average time: 14.18
MD step 2030: esapsed time: 28811.44, average time: 14.19
MD step 2040: esapsed time: 28954.59, average time: 14.19
MD step 2050: esapsed time: 29091.38, average time: 14.18
MD step 2060: esapsed time: 29227.36, average time: 14.18
MD step 2070: esapsed time: 29357.89, average time: 14.18
MD step 2080: esapsed time: 29500.29, average time: 14.18
MD step 2090: esapsed time: 29635.50, average time: 14.17
MD step 2100: esapsed time: 29768.42, average time: 14.17
MD step 2110: esapsed time: 29913.25, average time: 14.17
MD step 2120: esapsed time: 30060.07, average time: 14.17
MD step 2130: esapsed time: 30206.67, average time: 14.17
MD step 2140: esapsed time: 30347.04, average time: 14.17
MD step 2150: esapsed time: 30496.18, average time: 14.18
MD step 2160: esapsed time: 30635.96, average time: 14.18
MD step 2170: esapsed time: 30770.07, average time: 14.17
MD step 2180: esapsed time: 30908.66, average time: 14.17
MD step 2190: esapsed time: 31045.49, average time: 14.17
MD step 2200: esapsed time: 31178.51, average time: 14.17
MD step 2210: esapsed time: 31324.60, average time: 14.17
MD step 2220: esapsed time: 31458.63, average time: 14.16
MD step 2230: esapsed time: 31593.48, average time: 14.16
MD step 2240: esapsed time: 31732.69, average time: 14.16
MD step 2250: esapsed time: 31881.73, average time: 14.16
MD step 2260: esapsed time: 32036.73, average time: 14.17
MD step 2270: esapsed time: 32176.35, average time: 14.17
MD step 2280: esapsed time: 32305.45, average time: 14.16
MD step 2290: esapsed time: 32446.70, average time: 14.16
MD step 2300: esapsed time: 32576.33, average time: 14.16
MD step 2310: esapsed time: 32702.42, average time: 14.15
MD step 2320: esapsed time: 32843.13, average time: 14.15
MD step 2330: esapsed time: 32984.34, average time: 14.15
MD step 2340: esapsed time: 33150.39, average time: 14.16
MD step 2350: esapsed time: 33297.55, average time: 14.16
MD step 2360: esapsed time: 33427.57, average time: 14.16
MD step 2370: esapsed time: 33556.24, average time: 14.15
MD step 2380: esapsed time: 33682.61, average time: 14.15
MD step 2390: esapsed time: 33813.29, average time: 14.14
MD step 2400: esapsed time: 33945.68, average time: 14.14
MD step 2410: esapsed time: 34068.05, average time: 14.13
MD step 2420: esapsed time: 34210.26, average time: 14.13
MD step 2430: esapsed time: 34362.52, average time: 14.14
MD step 2440: esapsed time: 34516.15, average time: 14.14
MD step 2450: esapsed time: 34670.11, average time: 14.15
MD step 2460: esapsed time: 34818.48, average time: 14.15
MD step 2470: esapsed time: 34955.83, average time: 14.15
MD step 2480: esapsed time: 35082.36, average time: 14.14
MD step 2490: esapsed time: 35225.89, average time: 14.14
MD step 2500: esapsed time: 35365.48, average time: 14.14
MD step 2510: esapsed time: 35519.17, average time: 14.15
MD step 2520: esapsed time: 35662.89, average time: 14.15
MD step 2530: esapsed time: 35788.08, average time: 14.14
MD step 2540: esapsed time: 35919.78, average time: 14.14
MD step 2550: esapsed time: 36041.63, average time: 14.13
MD step 2560: esapsed time: 36163.11, average time: 14.12
MD step 2570: esapsed time: 36304.28, average time: 14.12
MD step 2580: esapsed time: 36441.77, average time: 14.12
MD step 2590: esapsed time: 36565.89, average time: 14.11
MD step 2600: esapsed time: 36693.73, average time: 14.11
MD step 2610: esapsed time: 36832.88, average time: 14.11
MD step 2620: esapsed time: 36970.88, average time: 14.11
MD step 2630: esapsed time: 37122.95, average time: 14.11
MD step 2640: esapsed time: 37262.59, average time: 14.11
MD step 2650: esapsed time: 37396.22, average time: 14.11
MD step 2660: esapsed time: 37517.74, average time: 14.10
MD step 2670: esapsed time: 37651.52, average time: 14.10
MD step 2680: esapsed time: 37781.17, average time: 14.09
MD step 2690: esapsed time: 37912.60, average time: 14.09
MD step 2700: esapsed time: 38044.31, average time: 14.09
MD step 2710: esapsed time: 38191.65, average time: 14.09
MD step 2720: esapsed time: 38360.56, average time: 14.10
MD step 2730: esapsed time: 38507.01, average time: 14.10
MD step 2740: esapsed time: 38647.99, average time: 14.10
MD step 2750: esapsed time: 38772.40, average time: 14.09
MD step 2760: esapsed time: 38904.40, average time: 14.09
MD step 2770: esapsed time: 39069.77, average time: 14.10
MD step 2780: esapsed time: 39214.23, average time: 14.10
MD step 2790: esapsed time: 39353.14, average time: 14.10
MD step 2800: esapsed time: 39508.29, average time: 14.11
MD step 2810: esapsed time: 39667.15, average time: 14.11
MD step 2820: esapsed time: 39797.35, average time: 14.11
MD step 2830: esapsed time: 39936.40, average time: 14.11
MD step 2840: esapsed time: 40076.93, average time: 14.11
MD step 2850: esapsed time: 40206.99, average time: 14.10
MD step 2860: esapsed time: 40347.71, average time: 14.10
MD step 2870: esapsed time: 40495.22, average time: 14.10
MD step 2880: esapsed time: 40635.01, average time: 14.10
MD step 2890: esapsed time: 40768.10, average time: 14.10
MD step 2900: esapsed time: 40904.70, average time: 14.10
MD step 2910: esapsed time: 41044.89, average time: 14.10
MD step 2920: esapsed time: 41197.34, average time: 14.10
MD step 2930: esapsed time: 41335.85, average time: 14.10
MD step 2940: esapsed time: 41475.12, average time: 14.10
MD step 2950: esapsed time: 41612.68, average time: 14.10
MD step 2960: esapsed time: 41748.15, average time: 14.10
MD step 2970: esapsed time: 41879.84, average time: 14.10
MD step 2980: esapsed time: 42030.10, average time: 14.10
MD step 2990: esapsed time: 42162.08, average time: 14.10
MD step 3000: esapsed time: 42304.61, average time: 14.10
MD step 3010: esapsed time: 42458.60, average time: 14.10
MD step 3020: esapsed time: 42590.54, average time: 14.10
MD step 3030: esapsed time: 42727.44, average time: 14.10
MD step 3040: esapsed time: 42884.66, average time: 14.10
MD step 3050: esapsed time: 43026.03, average time: 14.10
MD step 3060: esapsed time: 43158.56, average time: 14.10
MD step 3070: esapsed time: 43287.79, average time: 14.10
MD step 3080: esapsed time: 43407.93, average time: 14.09
MD step 3090: esapsed time: 43557.19, average time: 14.09
MD step 3100: esapsed time: 43705.95, average time: 14.09
MD step 3110: esapsed time: 43839.76, average time: 14.09
MD step 3120: esapsed time: 43971.08, average time: 14.09
MD step 3130: esapsed time: 44112.13, average time: 14.09
MD step 3140: esapsed time: 44238.00, average time: 14.08
MD step 3150: esapsed time: 44401.37, average time: 14.09
MD step 3160: esapsed time: 44532.09, average time: 14.09
MD step 3170: esapsed time: 44664.52, average time: 14.09
MD step 3180: esapsed time: 44789.81, average time: 14.08
MD step 3190: esapsed time: 44918.25, average time: 14.08
MD step 3200: esapsed time: 45049.95, average time: 14.07
MD step 3210: esapsed time: 45207.07, average time: 14.08
MD step 3220: esapsed time: 45362.99, average time: 14.08
MD step 3230: esapsed time: 45512.54, average time: 14.09
MD step 3240: esapsed time: 45638.28, average time: 14.08
MD step 3250: esapsed time: 45782.08, average time: 14.08
MD step 3260: esapsed time: 45925.89, average time: 14.08
MD step 3270: esapsed time: 46094.09, average time: 14.09
MD step 3280: esapsed time: 46242.54, average time: 14.09
MD step 3290: esapsed time: 46401.97, average time: 14.10
MD step 3300: esapsed time: 46542.36, average time: 14.10
MD step 3310: esapsed time: 46686.17, average time: 14.10
MD step 3320: esapsed time: 46821.02, average time: 14.10
MD step 3330: esapsed time: 46966.16, average time: 14.10
MD step 3340: esapsed time: 47117.35, average time: 14.10
MD step 3350: esapsed time: 47258.44, average time: 14.10
MD step 3360: esapsed time: 47397.64, average time: 14.10
MD step 3370: esapsed time: 47532.95, average time: 14.10
MD step 3380: esapsed time: 47663.57, average time: 14.10
MD step 3390: esapsed time: 47820.86, average time: 14.10
MD step 3400: esapsed time: 47975.50, average time: 14.11
MD step 3410: esapsed time: 48111.95, average time: 14.10
MD step 3420: esapsed time: 48253.53, average time: 14.11
MD step 3430: esapsed time: 48409.80, average time: 14.11
MD step 3440: esapsed time: 48553.59, average time: 14.11
MD step 3450: esapsed time: 48697.93, average time: 14.11
MD step 3460: esapsed time: 48844.46, average time: 14.11
MD step 3470: esapsed time: 48982.99, average time: 14.11
MD step 3480: esapsed time: 49111.77, average time: 14.11
MD step 3490: esapsed time: 49243.03, average time: 14.11
MD step 3500: esapsed time: 49370.30, average time: 14.10
MD step 3510: esapsed time: 49506.78, average time: 14.10
MD step 3520: esapsed time: 49645.18, average time: 14.10
MD step 3530: esapsed time: 49778.51, average time: 14.10
MD step 3540: esapsed time: 49932.08, average time: 14.10
MD step 3550: esapsed time: 50073.56, average time: 14.10
MD step 3560: esapsed time: 50209.58, average time: 14.10
MD step 3570: esapsed time: 50366.56, average time: 14.10
MD step 3580: esapsed time: 50506.29, average time: 14.10
MD step 3590: esapsed time: 50687.17, average time: 14.12
MD step 3600: esapsed time: 50831.39, average time: 14.12
MD step 3610: esapsed time: 50980.43, average time: 14.12
MD step 3620: esapsed time: 51116.02, average time: 14.12
MD step 3630: esapsed time: 51254.56, average time: 14.12
MD step 3640: esapsed time: 51393.17, average time: 14.12
MD step 3650: esapsed time: 51536.55, average time: 14.12
MD step 3660: esapsed time: 51701.15, average time: 14.12
MD step 3670: esapsed time: 51861.03, average time: 14.13
MD step 3680: esapsed time: 52002.69, average time: 14.13
MD step 3690: esapsed time: 52151.62, average time: 14.13
MD step 3700: esapsed time: 52291.15, average time: 14.13
MD step 3710: esapsed time: 52442.62, average time: 14.13
MD step 3720: esapsed time: 52593.57, average time: 14.13
MD step 3730: esapsed time: 52729.87, average time: 14.13
MD step 3740: esapsed time: 52879.35, average time: 14.14
MD step 3750: esapsed time: 53029.81, average time: 14.14
MD step 3760: esapsed time: 53189.09, average time: 14.14
MD step 3770: esapsed time: 53329.28, average time: 14.14
MD step 3780: esapsed time: 53496.95, average time: 14.15
MD step 3790: esapsed time: 53639.28, average time: 14.15
MD step 3800: esapsed time: 53785.21, average time: 14.15
MD step 3810: esapsed time: 53941.91, average time: 14.15
MD step 3820: esapsed time: 54081.59, average time: 14.15
MD step 3830: esapsed time: 54233.15, average time: 14.16
MD step 3840: esapsed time: 54375.90, average time: 14.16
MD step 3850: esapsed time: 54514.84, average time: 14.16
MD step 3860: esapsed time: 54651.54, average time: 14.15
MD step 3870: esapsed time: 54799.01, average time: 14.16
MD step 3880: esapsed time: 54945.35, average time: 14.16
MD step 3890: esapsed time: 55083.74, average time: 14.16
MD step 3900: esapsed time: 55223.13, average time: 14.16
MD step 3910: esapsed time: 55359.83, average time: 14.15
MD step 3920: esapsed time: 55505.66, average time: 14.16
MD step 3930: esapsed time: 55642.38, average time: 14.15
MD step 3940: esapsed time: 55779.34, average time: 14.15
MD step 3950: esapsed time: 55908.90, average time: 14.15
MD step 3960: esapsed time: 56061.52, average time: 14.15
MD step 3970: esapsed time: 56203.36, average time: 14.15
MD step 3980: esapsed time: 56340.06, average time: 14.15
MD step 3990: esapsed time: 56469.43, average time: 14.15
MD step 4000: esapsed time: 56609.67, average time: 14.15
MD step 4010: esapsed time: 56737.38, average time: 14.15
MD step 4020: esapsed time: 56864.75, average time: 14.14
MD step 4030: esapsed time: 56998.15, average time: 14.14
MD step 4040: esapsed time: 57135.46, average time: 14.14
MD step 4050: esapsed time: 57284.26, average time: 14.14
MD step 4060: esapsed time: 57449.71, average time: 14.15
MD step 4070: esapsed time: 57620.59, average time: 14.15
MD step 4080: esapsed time: 57773.10, average time: 14.16
MD step 4090: esapsed time: 57914.78, average time: 14.16
MD step 4100: esapsed time: 58054.62, average time: 14.16
MD step 4110: esapsed time: 58198.72, average time: 14.16
MD step 4120: esapsed time: 58334.63, average time: 14.16
MD step 4130: esapsed time: 58477.80, average time: 14.16
MD step 4140: esapsed time: 58603.79, average time: 14.15
MD step 4150: esapsed time: 58747.51, average time: 14.15
MD step 4160: esapsed time: 58892.07, average time: 14.15
MD step 4170: esapsed time: 59022.14, average time: 14.15
MD step 4180: esapsed time: 59157.31, average time: 14.15
MD step 4190: esapsed time: 59280.07, average time: 14.14
MD step 4200: esapsed time: 59406.63, average time: 14.14
MD step 4210: esapsed time: 59566.23, average time: 14.15
MD step 4220: esapsed time: 59713.82, average time: 14.15
MD step 4230: esapsed time: 59856.29, average time: 14.15
MD step 4240: esapsed time: 59985.96, average time: 14.14
MD step 4250: esapsed time: 60126.53, average time: 14.14
MD step 4260: esapsed time: 60262.02, average time: 14.14
MD step 4270: esapsed time: 60394.98, average time: 14.14
MD step 4280: esapsed time: 60547.36, average time: 14.14
MD step 4290: esapsed time: 60676.07, average time: 14.14
MD step 4300: esapsed time: 60814.58, average time: 14.14
MD step 4310: esapsed time: 60956.23, average time: 14.14
MD step 4320: esapsed time: 61087.03, average time: 14.14
MD step 4330: esapsed time: 61210.59, average time: 14.13
MD step 4340: esapsed time: 61341.63, average time: 14.13
MD step 4350: esapsed time: 61473.94, average time: 14.13
MD step 4360: esapsed time: 61592.72, average time: 14.12
MD step 4370: esapsed time: 61713.20, average time: 14.12
MD step 4380: esapsed time: 61838.79, average time: 14.12
MD step 4390: esapsed time: 61965.08, average time: 14.11
MD step 4400: esapsed time: 62100.44, average time: 14.11
MD step 4410: esapsed time: 62241.13, average time: 14.11
MD step 4420: esapsed time: 62378.51, average time: 14.11
MD step 4430: esapsed time: 62513.71, average time: 14.11
MD step 4440: esapsed time: 62640.07, average time: 14.10
MD step 4450: esapsed time: 62765.78, average time: 14.10
MD step 4460: esapsed time: 62903.79, average time: 14.10
MD step 4470: esapsed time: 63047.48, average time: 14.10
MD step 4480: esapsed time: 63199.40, average time: 14.10
MD step 4490: esapsed time: 63339.48, average time: 14.10
MD step 4500: esapsed time: 63492.28, average time: 14.11
MD step 4510: esapsed time: 63627.39, average time: 14.10
MD step 4520: esapsed time: 63754.53, average time: 14.10
MD step 4530: esapsed time: 63879.75, average time: 14.10
MD step 4540: esapsed time: 64026.11, average time: 14.10
MD step 4550: esapsed time: 64188.67, average time: 14.10
MD step 4560: esapsed time: 64325.68, average time: 14.10
MD step 4570: esapsed time: 64451.22, average time: 14.10
MD step 4580: esapsed time: 64579.18, average time: 14.10
MD step 4590: esapsed time: 64709.25, average time: 14.09
MD step 4600: esapsed time: 64836.39, average time: 14.09
MD step 4610: esapsed time: 64968.19, average time: 14.09
MD step 4620: esapsed time: 65099.76, average time: 14.09
MD step 4630: esapsed time: 65237.26, average time: 14.09
MD step 4640: esapsed time: 65356.38, average time: 14.08
MD step 4650: esapsed time: 65485.02, average time: 14.08
MD step 4660: esapsed time: 65619.00, average time: 14.08
MD step 4670: esapsed time: 65755.08, average time: 14.08
MD step 4680: esapsed time: 65901.00, average time: 14.08
MD step 4690: esapsed time: 66062.97, average time: 14.08
MD step 4700: esapsed time: 66202.29, average time: 14.08
MD step 4710: esapsed time: 66340.07, average time: 14.08
MD step 4720: esapsed time: 66485.21, average time: 14.08
MD step 4730: esapsed time: 66626.25, average time: 14.08
MD step 4740: esapsed time: 66762.66, average time: 14.08
MD step 4750: esapsed time: 66901.68, average time: 14.08
MD step 4760: esapsed time: 67041.66, average time: 14.08
MD step 4770: esapsed time: 67197.93, average time: 14.08
MD step 4780: esapsed time: 67344.96, average time: 14.09
MD step 4790: esapsed time: 67487.27, average time: 14.09
MD step 4800: esapsed time: 67638.41, average time: 14.09
MD step 4810: esapsed time: 67773.89, average time: 14.09
MD step 4820: esapsed time: 67906.05, average time: 14.09
MD step 4830: esapsed time: 68037.44, average time: 14.08
MD step 4840: esapsed time: 68179.60, average time: 14.08
MD step 4850: esapsed time: 68317.75, average time: 14.08
MD step 4860: esapsed time: 68453.52, average time: 14.08
MD step 4870: esapsed time: 68586.36, average time: 14.08
MD step 4880: esapsed time: 68721.41, average time: 14.08
MD step 4890: esapsed time: 68868.97, average time: 14.08
MD step 4900: esapsed time: 69022.79, average time: 14.08
MD step 4910: esapsed time: 69157.60, average time: 14.08
MD step 4920: esapsed time: 69303.42, average time: 14.08
MD step 4930: esapsed time: 69441.25, average time: 14.08
MD step 4940: esapsed time: 69570.30, average time: 14.08
MD step 4950: esapsed time: 69694.58, average time: 14.08
MD step 4960: esapsed time: 69817.04, average time: 14.07
MD step 4970: esapsed time: 69953.80, average time: 14.07
MD step 4980: esapsed time: 70088.69, average time: 14.07
MD step 4990: esapsed time: 70220.59, average time: 14.07
MD step 5000: esapsed time: 70352.60, average time: 14.07
MD step 5010: esapsed time: 70479.41, average time: 14.06
MD step 5020: esapsed time: 70609.34, average time: 14.06
MD step 5030: esapsed time: 70746.48, average time: 14.06
MD step 5040: esapsed time: 70907.15, average time: 14.07
MD step 5050: esapsed time: 71060.39, average time: 14.07
MD step 5060: esapsed time: 71192.18, average time: 14.07
MD step 5070: esapsed time: 71322.43, average time: 14.06
MD step 5080: esapsed time: 71464.48, average time: 14.07
MD step 5090: esapsed time: 71608.84, average time: 14.07
MD step 5100: esapsed time: 71747.47, average time: 14.07
MD step 5110: esapsed time: 71895.09, average time: 14.07
MD step 5120: esapsed time: 72038.01, average time: 14.07
MD step 5130: esapsed time: 72161.53, average time: 14.06
MD step 5140: esapsed time: 72292.12, average time: 14.06
MD step 5150: esapsed time: 72414.07, average time: 14.06
MD step 5160: esapsed time: 72539.17, average time: 14.06
MD step 5170: esapsed time: 72674.01, average time: 14.05
MD step 5180: esapsed time: 72821.74, average time: 14.06
MD step 5190: esapsed time: 72975.03, average time: 14.06
MD step 5200: esapsed time: 73111.83, average time: 14.06
