MD step 0: esapsed time: 15.26, average time: 15.26
MD step 550: esapsed time: 6795.24, average time: 12.33
MD step 560: esapsed time: 6913.46, average time: 12.32
MD step 570: esapsed time: 7036.18, average time: 12.32
MD step 580: esapsed time: 7162.37, average time: 12.33
MD step 590: esapsed time: 7278.12, average time: 12.31
MD step 600: esapsed time: 7397.87, average time: 12.31
MD step 610: esapsed time: 7522.84, average time: 12.31
MD step 620: esapsed time: 7661.14, average time: 12.34
MD step 630: esapsed time: 7793.48, average time: 12.35
MD step 640: esapsed time: 7917.28, average time: 12.35
MD step 650: esapsed time: 8049.71, average time: 12.37
MD step 660: esapsed time: 8165.39, average time: 12.35
MD step 670: esapsed time: 8294.40, average time: 12.36
MD step 680: esapsed time: 8415.94, average time: 12.36
MD step 690: esapsed time: 8540.32, average time: 12.36
MD step 700: esapsed time: 8664.41, average time: 12.36
MD step 710: esapsed time: 8784.17, average time: 12.35
MD step 720: esapsed time: 8902.97, average time: 12.35
MD step 730: esapsed time: 9023.48, average time: 12.34
MD step 740: esapsed time: 9147.04, average time: 12.34
MD step 750: esapsed time: 9262.08, average time: 12.33
MD step 760: esapsed time: 9376.56, average time: 12.32
MD step 770: esapsed time: 9491.95, average time: 12.31
MD step 780: esapsed time: 9613.30, average time: 12.31
MD step 790: esapsed time: 9736.02, average time: 12.31
MD step 800: esapsed time: 9850.96, average time: 12.30
MD step 810: esapsed time: 9959.98, average time: 12.28
MD step 820: esapsed time: 10068.53, average time: 12.26
MD step 830: esapsed time: 10181.42, average time: 12.25
MD step 840: esapsed time: 10296.68, average time: 12.24
MD step 850: esapsed time: 10417.44, average time: 12.24
MD step 860: esapsed time: 10549.62, average time: 12.25
MD step 870: esapsed time: 10662.64, average time: 12.24
MD step 880: esapsed time: 10775.67, average time: 12.23
MD step 890: esapsed time: 10896.96, average time: 12.23
MD step 900: esapsed time: 11008.21, average time: 12.22
MD step 910: esapsed time: 11119.35, average time: 12.21
MD step 920: esapsed time: 11232.78, average time: 12.20
MD step 930: esapsed time: 11346.12, average time: 12.19
MD step 940: esapsed time: 11453.98, average time: 12.17
MD step 950: esapsed time: 11571.18, average time: 12.17
MD step 960: esapsed time: 11693.75, average time: 12.17
MD step 970: esapsed time: 11817.25, average time: 12.17
MD step 980: esapsed time: 11932.39, average time: 12.16
MD step 990: esapsed time: 12043.11, average time: 12.15
MD step 1000: esapsed time: 12158.15, average time: 12.15
MD step 1010: esapsed time: 12287.37, average time: 12.15
MD step 1020: esapsed time: 12401.32, average time: 12.15
MD step 1030: esapsed time: 12512.30, average time: 12.14
MD step 1040: esapsed time: 12635.39, average time: 12.14
MD step 1050: esapsed time: 12755.03, average time: 12.14
MD step 1060: esapsed time: 12876.93, average time: 12.14
MD step 1070: esapsed time: 12997.93, average time: 12.14
MD step 1080: esapsed time: 13124.25, average time: 12.14
MD step 1090: esapsed time: 13241.85, average time: 12.14
MD step 1100: esapsed time: 13354.00, average time: 12.13
MD step 1110: esapsed time: 13471.41, average time: 12.13
MD step 1120: esapsed time: 13590.26, average time: 12.12
MD step 1130: esapsed time: 13698.15, average time: 12.11
MD step 1140: esapsed time: 13810.14, average time: 12.10
MD step 1150: esapsed time: 13945.02, average time: 12.12
MD step 1160: esapsed time: 14061.59, average time: 12.11
MD step 1170: esapsed time: 14177.40, average time: 12.11
MD step 1180: esapsed time: 14290.41, average time: 12.10
MD step 1190: esapsed time: 14405.01, average time: 12.09
MD step 1200: esapsed time: 14537.46, average time: 12.10
MD step 1210: esapsed time: 14666.94, average time: 12.11
MD step 1220: esapsed time: 14775.51, average time: 12.10
MD step 1230: esapsed time: 14900.79, average time: 12.10
MD step 1240: esapsed time: 15037.80, average time: 12.12
MD step 1250: esapsed time: 15157.60, average time: 12.12
MD step 1260: esapsed time: 15280.00, average time: 12.12
MD step 1270: esapsed time: 15410.82, average time: 12.12
MD step 1280: esapsed time: 15544.10, average time: 12.13
MD step 1290: esapsed time: 15674.45, average time: 12.14
MD step 1300: esapsed time: 15789.54, average time: 12.14
MD step 1310: esapsed time: 15901.17, average time: 12.13
MD step 1320: esapsed time: 16012.68, average time: 12.12
MD step 1330: esapsed time: 16136.07, average time: 12.12
MD step 1340: esapsed time: 16250.88, average time: 12.12
MD step 1350: esapsed time: 16361.20, average time: 12.11
MD step 1360: esapsed time: 16469.51, average time: 12.10
MD step 1370: esapsed time: 16584.79, average time: 12.10
MD step 1380: esapsed time: 16713.25, average time: 12.10
MD step 1390: esapsed time: 16832.99, average time: 12.10
MD step 1400: esapsed time: 16940.29, average time: 12.09
MD step 1410: esapsed time: 17054.09, average time: 12.09
MD step 1420: esapsed time: 17168.48, average time: 12.08
MD step 1430: esapsed time: 17280.10, average time: 12.08
MD step 1440: esapsed time: 17394.91, average time: 12.07
MD step 1450: esapsed time: 17503.10, average time: 12.06
MD step 1460: esapsed time: 17642.13, average time: 12.08
MD step 1470: esapsed time: 17773.15, average time: 12.08
MD step 1480: esapsed time: 17886.99, average time: 12.08
MD step 1490: esapsed time: 18003.21, average time: 12.07
MD step 1500: esapsed time: 18116.73, average time: 12.07
MD step 1510: esapsed time: 18242.34, average time: 12.07
MD step 1520: esapsed time: 18369.93, average time: 12.08
MD step 1530: esapsed time: 18493.53, average time: 12.08
MD step 1540: esapsed time: 18602.99, average time: 12.07
MD step 1550: esapsed time: 18722.25, average time: 12.07
MD step 1560: esapsed time: 18847.99, average time: 12.07
MD step 1570: esapsed time: 18973.63, average time: 12.08
MD step 1580: esapsed time: 19090.71, average time: 12.08
MD step 1590: esapsed time: 19211.85, average time: 12.08
MD step 1600: esapsed time: 19325.72, average time: 12.07
MD step 1610: esapsed time: 19444.67, average time: 12.07
MD step 1620: esapsed time: 19561.42, average time: 12.07
MD step 1630: esapsed time: 19685.74, average time: 12.07
MD step 1640: esapsed time: 19806.89, average time: 12.07
MD step 1650: esapsed time: 19921.09, average time: 12.07
MD step 1660: esapsed time: 20031.35, average time: 12.06
MD step 1670: esapsed time: 20157.81, average time: 12.06
MD step 1680: esapsed time: 20272.47, average time: 12.06
MD step 1690: esapsed time: 20400.29, average time: 12.06
MD step 1700: esapsed time: 20516.69, average time: 12.06
MD step 1710: esapsed time: 20639.10, average time: 12.06
MD step 1720: esapsed time: 20754.81, average time: 12.06
MD step 1730: esapsed time: 20885.64, average time: 12.07
MD step 1740: esapsed time: 21001.28, average time: 12.06
MD step 1750: esapsed time: 21119.12, average time: 12.06
MD step 1760: esapsed time: 21233.27, average time: 12.06
MD step 1770: esapsed time: 21348.56, average time: 12.05
MD step 1780: esapsed time: 21457.18, average time: 12.05
MD step 1790: esapsed time: 21569.57, average time: 12.04
MD step 1800: esapsed time: 21686.17, average time: 12.04
MD step 1810: esapsed time: 21827.51, average time: 12.05
MD step 1820: esapsed time: 21943.41, average time: 12.05
MD step 1830: esapsed time: 22062.50, average time: 12.05
MD step 1840: esapsed time: 22191.56, average time: 12.05
MD step 1850: esapsed time: 22305.39, average time: 12.05
MD step 1860: esapsed time: 22418.98, average time: 12.05
MD step 1870: esapsed time: 22530.98, average time: 12.04
MD step 1880: esapsed time: 22663.43, average time: 12.05
MD step 1890: esapsed time: 22785.53, average time: 12.05
MD step 1900: esapsed time: 22912.32, average time: 12.05
MD step 1910: esapsed time: 23031.53, average time: 12.05
MD step 1920: esapsed time: 23148.55, average time: 12.05
MD step 1930: esapsed time: 23268.00, average time: 12.05
MD step 1940: esapsed time: 23396.04, average time: 12.05
MD step 1950: esapsed time: 23517.06, average time: 12.05
MD step 1960: esapsed time: 23640.41, average time: 12.06
MD step 1970: esapsed time: 23768.62, average time: 12.06
MD step 1980: esapsed time: 23883.99, average time: 12.06
MD step 1990: esapsed time: 24013.74, average time: 12.06
MD step 2000: esapsed time: 24131.56, average time: 12.06
MD step 2010: esapsed time: 24250.38, average time: 12.06
MD step 2020: esapsed time: 24372.49, average time: 12.06
MD step 2030: esapsed time: 24498.03, average time: 12.06
MD step 2040: esapsed time: 24616.39, average time: 12.06
MD step 2050: esapsed time: 24733.42, average time: 12.06
MD step 2060: esapsed time: 24841.86, average time: 12.05
MD step 2070: esapsed time: 24957.45, average time: 12.05
MD step 2080: esapsed time: 25097.42, average time: 12.06
MD step 2090: esapsed time: 25218.32, average time: 12.06
MD step 2100: esapsed time: 25351.27, average time: 12.07
MD step 2110: esapsed time: 25466.51, average time: 12.06
MD step 2120: esapsed time: 25582.80, average time: 12.06
MD step 2130: esapsed time: 25715.22, average time: 12.07
MD step 2140: esapsed time: 25854.94, average time: 12.08
MD step 2150: esapsed time: 25980.06, average time: 12.08
MD step 2160: esapsed time: 26109.01, average time: 12.08
MD step 2170: esapsed time: 26224.56, average time: 12.08
MD step 2180: esapsed time: 26344.70, average time: 12.08
MD step 2190: esapsed time: 26473.50, average time: 12.08
MD step 2200: esapsed time: 26597.86, average time: 12.08
MD step 2210: esapsed time: 26732.45, average time: 12.09
MD step 2220: esapsed time: 26868.68, average time: 12.10
MD step 2230: esapsed time: 26989.42, average time: 12.10
MD step 2240: esapsed time: 27119.57, average time: 12.10
MD step 2250: esapsed time: 27252.22, average time: 12.11
MD step 2260: esapsed time: 27367.53, average time: 12.10
MD step 2270: esapsed time: 27481.73, average time: 12.10
MD step 2280: esapsed time: 27602.38, average time: 12.10
MD step 2290: esapsed time: 27718.97, average time: 12.10
MD step 2300: esapsed time: 27829.72, average time: 12.09
MD step 2310: esapsed time: 27941.16, average time: 12.09
MD step 2320: esapsed time: 28060.44, average time: 12.09
MD step 2330: esapsed time: 28202.07, average time: 12.10
MD step 2340: esapsed time: 28334.98, average time: 12.10
MD step 2350: esapsed time: 28456.05, average time: 12.10
MD step 2360: esapsed time: 28581.37, average time: 12.11
MD step 2370: esapsed time: 28697.29, average time: 12.10
MD step 2380: esapsed time: 28806.30, average time: 12.10
MD step 2390: esapsed time: 28926.90, average time: 12.10
MD step 2400: esapsed time: 29046.04, average time: 12.10
MD step 2410: esapsed time: 29168.71, average time: 12.10
MD step 2420: esapsed time: 29276.73, average time: 12.09
MD step 2430: esapsed time: 29393.89, average time: 12.09
MD step 2440: esapsed time: 29511.03, average time: 12.09
MD step 2450: esapsed time: 29624.35, average time: 12.09
MD step 2460: esapsed time: 29740.46, average time: 12.08
MD step 2470: esapsed time: 29857.61, average time: 12.08
MD step 2480: esapsed time: 29977.64, average time: 12.08
MD step 2490: esapsed time: 30106.71, average time: 12.09
MD step 2500: esapsed time: 30231.56, average time: 12.09
MD step 2510: esapsed time: 30351.63, average time: 12.09
MD step 2520: esapsed time: 30465.20, average time: 12.08
MD step 2530: esapsed time: 30584.97, average time: 12.08
MD step 2540: esapsed time: 30695.86, average time: 12.08
MD step 2550: esapsed time: 30807.72, average time: 12.08
MD step 2560: esapsed time: 30929.84, average time: 12.08
MD step 2570: esapsed time: 31041.42, average time: 12.07
MD step 2580: esapsed time: 31152.81, average time: 12.07
MD step 2590: esapsed time: 31264.02, average time: 12.07
MD step 2600: esapsed time: 31390.28, average time: 12.07
MD step 2610: esapsed time: 31527.26, average time: 12.07
MD step 2620: esapsed time: 31641.83, average time: 12.07
MD step 2630: esapsed time: 31771.91, average time: 12.08
MD step 2640: esapsed time: 31890.62, average time: 12.08
MD step 2650: esapsed time: 32008.98, average time: 12.07
MD step 2660: esapsed time: 32121.48, average time: 12.07
MD step 2670: esapsed time: 32242.99, average time: 12.07
MD step 2680: esapsed time: 32358.63, average time: 12.07
MD step 2690: esapsed time: 32488.34, average time: 12.07
MD step 2700: esapsed time: 32606.66, average time: 12.07
MD step 2710: esapsed time: 32731.41, average time: 12.07
MD step 2720: esapsed time: 32876.83, average time: 12.08
MD step 2730: esapsed time: 32994.25, average time: 12.08
MD step 2740: esapsed time: 33130.21, average time: 12.09
MD step 2750: esapsed time: 33241.51, average time: 12.08
MD step 2760: esapsed time: 33359.36, average time: 12.08
MD step 2770: esapsed time: 33471.48, average time: 12.08
MD step 2780: esapsed time: 33593.96, average time: 12.08
MD step 2790: esapsed time: 33713.06, average time: 12.08
MD step 2800: esapsed time: 33840.69, average time: 12.08
MD step 2810: esapsed time: 33984.14, average time: 12.09
MD step 2820: esapsed time: 34098.40, average time: 12.09
MD step 2830: esapsed time: 34218.54, average time: 12.09
MD step 2840: esapsed time: 34340.32, average time: 12.09
MD step 2850: esapsed time: 34469.87, average time: 12.09
MD step 2860: esapsed time: 34580.72, average time: 12.09
MD step 2870: esapsed time: 34696.99, average time: 12.09
MD step 2880: esapsed time: 34820.64, average time: 12.09
MD step 2890: esapsed time: 34943.50, average time: 12.09
MD step 2900: esapsed time: 35061.51, average time: 12.09
MD step 2910: esapsed time: 35190.64, average time: 12.09
MD step 2920: esapsed time: 35325.21, average time: 12.09
MD step 2930: esapsed time: 35454.05, average time: 12.10
MD step 2940: esapsed time: 35566.40, average time: 12.09
MD step 2950: esapsed time: 35685.45, average time: 12.09
MD step 2960: esapsed time: 35814.26, average time: 12.10
MD step 2970: esapsed time: 35948.32, average time: 12.10
MD step 2980: esapsed time: 36072.16, average time: 12.10
MD step 2990: esapsed time: 36190.87, average time: 12.10
MD step 3000: esapsed time: 36310.62, average time: 12.10
MD step 3010: esapsed time: 36429.27, average time: 12.10
MD step 3020: esapsed time: 36549.71, average time: 12.10
MD step 3030: esapsed time: 36665.98, average time: 12.10
MD step 3040: esapsed time: 36775.05, average time: 12.09
MD step 3050: esapsed time: 36895.66, average time: 12.09
MD step 3060: esapsed time: 37015.61, average time: 12.09
MD step 3070: esapsed time: 37132.29, average time: 12.09
MD step 3080: esapsed time: 37247.88, average time: 12.09
MD step 3090: esapsed time: 37371.93, average time: 12.09
MD step 3100: esapsed time: 37487.63, average time: 12.09
MD step 3110: esapsed time: 37614.83, average time: 12.09
MD step 3120: esapsed time: 37735.19, average time: 12.09
MD step 3130: esapsed time: 37869.01, average time: 12.09
MD step 3140: esapsed time: 37990.06, average time: 12.09
MD step 3150: esapsed time: 38101.45, average time: 12.09
MD step 3160: esapsed time: 38215.57, average time: 12.09
MD step 3170: esapsed time: 38327.90, average time: 12.09
MD step 3180: esapsed time: 38460.81, average time: 12.09
MD step 3190: esapsed time: 38570.92, average time: 12.09
MD step 3200: esapsed time: 38690.00, average time: 12.09
MD step 3210: esapsed time: 38801.62, average time: 12.08
MD step 3220: esapsed time: 38919.82, average time: 12.08
MD step 3230: esapsed time: 39050.87, average time: 12.09
MD step 3240: esapsed time: 39164.11, average time: 12.08
MD step 3250: esapsed time: 39274.16, average time: 12.08
MD step 3260: esapsed time: 39385.97, average time: 12.08
MD step 3270: esapsed time: 39495.91, average time: 12.07
MD step 3280: esapsed time: 39609.17, average time: 12.07
MD step 3290: esapsed time: 39720.81, average time: 12.07
MD step 3300: esapsed time: 39847.00, average time: 12.07
MD step 3310: esapsed time: 39970.44, average time: 12.07
MD step 3320: esapsed time: 40114.50, average time: 12.08
MD step 3330: esapsed time: 40240.38, average time: 12.08
MD step 3340: esapsed time: 40368.32, average time: 12.08
MD step 3350: esapsed time: 40486.97, average time: 12.08
MD step 3360: esapsed time: 40614.50, average time: 12.08
MD step 3370: esapsed time: 40748.48, average time: 12.09
MD step 3380: esapsed time: 40859.85, average time: 12.09
MD step 3390: esapsed time: 40977.84, average time: 12.08
MD step 3400: esapsed time: 41113.25, average time: 12.09
MD step 3410: esapsed time: 41230.53, average time: 12.09
MD step 3420: esapsed time: 41357.82, average time: 12.09
MD step 3430: esapsed time: 41468.03, average time: 12.09
MD step 3440: esapsed time: 41585.12, average time: 12.09
MD step 3450: esapsed time: 41724.41, average time: 12.09
MD step 3460: esapsed time: 41857.38, average time: 12.09
MD step 3470: esapsed time: 41970.98, average time: 12.09
MD step 3480: esapsed time: 42084.50, average time: 12.09
MD step 3490: esapsed time: 42213.93, average time: 12.09
MD step 3500: esapsed time: 42341.14, average time: 12.09
MD step 3510: esapsed time: 42466.10, average time: 12.10
MD step 3520: esapsed time: 42587.98, average time: 12.10
MD step 3530: esapsed time: 42710.65, average time: 12.10
MD step 3540: esapsed time: 42833.80, average time: 12.10
MD step 3550: esapsed time: 42950.37, average time: 12.10
MD step 3560: esapsed time: 43072.70, average time: 12.10
MD step 3570: esapsed time: 43197.04, average time: 12.10
MD step 3580: esapsed time: 43327.04, average time: 12.10
MD step 3590: esapsed time: 43446.44, average time: 12.10
MD step 3600: esapsed time: 43577.12, average time: 12.10
MD step 3610: esapsed time: 43704.51, average time: 12.10
MD step 3620: esapsed time: 43821.91, average time: 12.10
MD step 3630: esapsed time: 43945.25, average time: 12.10
MD step 3640: esapsed time: 44062.89, average time: 12.10
MD step 3650: esapsed time: 44181.05, average time: 12.10
MD step 3660: esapsed time: 44297.43, average time: 12.10
MD step 3670: esapsed time: 44428.42, average time: 12.10
MD step 3680: esapsed time: 44547.09, average time: 12.10
MD step 3690: esapsed time: 44672.95, average time: 12.10
MD step 3700: esapsed time: 44791.04, average time: 12.10
MD step 3710: esapsed time: 44921.19, average time: 12.10
MD step 3720: esapsed time: 45048.78, average time: 12.11
MD step 3730: esapsed time: 45169.44, average time: 12.11
MD step 3740: esapsed time: 45310.75, average time: 12.11
MD step 3750: esapsed time: 45430.84, average time: 12.11
MD step 3760: esapsed time: 45562.01, average time: 12.11
MD step 3770: esapsed time: 45702.86, average time: 12.12
MD step 3780: esapsed time: 45835.75, average time: 12.12
MD step 3790: esapsed time: 45967.81, average time: 12.13
MD step 3800: esapsed time: 46089.46, average time: 12.13
MD step 3810: esapsed time: 46215.48, average time: 12.13
MD step 3820: esapsed time: 46345.00, average time: 12.13
MD step 3830: esapsed time: 46468.33, average time: 12.13
MD step 3840: esapsed time: 46596.98, average time: 12.13
MD step 3850: esapsed time: 46713.68, average time: 12.13
MD step 3860: esapsed time: 46831.27, average time: 12.13
MD step 3870: esapsed time: 46957.07, average time: 12.13
MD step 3880: esapsed time: 47072.47, average time: 12.13
MD step 3890: esapsed time: 47196.67, average time: 12.13
MD step 3900: esapsed time: 47308.66, average time: 12.13
MD step 3910: esapsed time: 47425.71, average time: 12.13
MD step 3920: esapsed time: 47545.01, average time: 12.13
MD step 3930: esapsed time: 47666.73, average time: 12.13
MD step 3940: esapsed time: 47785.27, average time: 12.13
MD step 3950: esapsed time: 47913.97, average time: 12.13
MD step 3960: esapsed time: 48033.96, average time: 12.13
MD step 3970: esapsed time: 48162.49, average time: 12.13
MD step 3980: esapsed time: 48281.28, average time: 12.13
MD step 3990: esapsed time: 48404.97, average time: 12.13
MD step 4000: esapsed time: 48546.10, average time: 12.13
MD step 4010: esapsed time: 48658.08, average time: 12.13
MD step 4020: esapsed time: 48767.83, average time: 12.13
MD step 4030: esapsed time: 48892.63, average time: 12.13
MD step 4040: esapsed time: 49006.91, average time: 12.13
MD step 4050: esapsed time: 49131.86, average time: 12.13
MD step 4060: esapsed time: 49258.21, average time: 12.13
MD step 4070: esapsed time: 49371.74, average time: 12.13
MD step 4080: esapsed time: 49492.76, average time: 12.13
MD step 4090: esapsed time: 49610.04, average time: 12.13
MD step 4100: esapsed time: 49728.54, average time: 12.13
MD step 4110: esapsed time: 49843.63, average time: 12.12
MD step 4120: esapsed time: 49970.81, average time: 12.13
MD step 4130: esapsed time: 50098.79, average time: 12.13
MD step 4140: esapsed time: 50225.37, average time: 12.13
MD step 4150: esapsed time: 50368.53, average time: 12.13
MD step 4160: esapsed time: 50495.48, average time: 12.14
MD step 4170: esapsed time: 50607.62, average time: 12.13
MD step 4180: esapsed time: 50733.80, average time: 12.13
MD step 4190: esapsed time: 50843.86, average time: 12.13
MD step 4200: esapsed time: 50954.19, average time: 12.13
MD step 4210: esapsed time: 51067.66, average time: 12.13
MD step 4220: esapsed time: 51182.92, average time: 12.13
MD step 4230: esapsed time: 51315.18, average time: 12.13
MD step 4240: esapsed time: 51439.37, average time: 12.13
MD step 4250: esapsed time: 51558.28, average time: 12.13
MD step 4260: esapsed time: 51682.20, average time: 12.13
MD step 4270: esapsed time: 51801.82, average time: 12.13
MD step 4280: esapsed time: 51925.39, average time: 12.13
MD step 4290: esapsed time: 52078.71, average time: 12.14
MD step 4300: esapsed time: 52200.82, average time: 12.14
MD step 4310: esapsed time: 52315.88, average time: 12.14
MD step 4320: esapsed time: 52436.01, average time: 12.14
MD step 4330: esapsed time: 52553.65, average time: 12.13
MD step 4340: esapsed time: 52679.87, average time: 12.14
MD step 4350: esapsed time: 52809.85, average time: 12.14
MD step 4360: esapsed time: 52965.35, average time: 12.15
MD step 4370: esapsed time: 53083.30, average time: 12.14
MD step 4380: esapsed time: 53203.20, average time: 12.14
MD step 4390: esapsed time: 53335.85, average time: 12.15
MD step 4400: esapsed time: 53455.61, average time: 12.15
MD step 4410: esapsed time: 53575.21, average time: 12.15
MD step 4420: esapsed time: 53708.75, average time: 12.15
MD step 4430: esapsed time: 53829.74, average time: 12.15
MD step 4440: esapsed time: 53950.86, average time: 12.15
MD step 4450: esapsed time: 54072.13, average time: 12.15
MD step 4460: esapsed time: 54215.51, average time: 12.15
MD step 4470: esapsed time: 54351.04, average time: 12.16
MD step 4480: esapsed time: 54486.34, average time: 12.16
MD step 4490: esapsed time: 54618.84, average time: 12.16
MD step 4500: esapsed time: 54736.31, average time: 12.16
MD step 4510: esapsed time: 54850.72, average time: 12.16
MD step 4520: esapsed time: 54968.08, average time: 12.16
MD step 4530: esapsed time: 55098.17, average time: 12.16
MD step 4540: esapsed time: 55223.94, average time: 12.16
MD step 4550: esapsed time: 55343.84, average time: 12.16
MD step 4560: esapsed time: 55464.90, average time: 12.16
MD step 4570: esapsed time: 55593.68, average time: 12.16
MD step 4580: esapsed time: 55717.74, average time: 12.16
MD step 4590: esapsed time: 55829.41, average time: 12.16
MD step 4600: esapsed time: 55957.02, average time: 12.16
MD step 4610: esapsed time: 56078.12, average time: 12.16
MD step 4620: esapsed time: 56194.34, average time: 12.16
MD step 4630: esapsed time: 56313.36, average time: 12.16
MD step 4640: esapsed time: 56454.13, average time: 12.16
MD step 4650: esapsed time: 56582.93, average time: 12.17
MD step 4660: esapsed time: 56699.11, average time: 12.16
MD step 4670: esapsed time: 56812.00, average time: 12.16
MD step 4680: esapsed time: 56922.56, average time: 12.16
MD step 4690: esapsed time: 57030.44, average time: 12.16
MD step 4700: esapsed time: 57139.55, average time: 12.15
MD step 4710: esapsed time: 57254.95, average time: 12.15
MD step 4720: esapsed time: 57374.41, average time: 12.15
MD step 4730: esapsed time: 57496.27, average time: 12.15
MD step 4740: esapsed time: 57611.70, average time: 12.15
MD step 4750: esapsed time: 57727.95, average time: 12.15
MD step 4760: esapsed time: 57877.70, average time: 12.16
MD step 4770: esapsed time: 57999.26, average time: 12.16
MD step 4780: esapsed time: 58140.25, average time: 12.16
MD step 4790: esapsed time: 58278.07, average time: 12.16
MD step 4800: esapsed time: 58404.91, average time: 12.17
MD step 4810: esapsed time: 58520.88, average time: 12.16
MD step 4820: esapsed time: 58645.63, average time: 12.16
MD step 4830: esapsed time: 58776.10, average time: 12.17
MD step 4840: esapsed time: 58895.25, average time: 12.17
MD step 4850: esapsed time: 59028.47, average time: 12.17
MD step 4860: esapsed time: 59168.55, average time: 12.17
MD step 4870: esapsed time: 59289.16, average time: 12.17
MD step 4880: esapsed time: 59406.92, average time: 12.17
MD step 4890: esapsed time: 59521.37, average time: 12.17
MD step 4900: esapsed time: 59638.90, average time: 12.17
MD step 4910: esapsed time: 59769.54, average time: 12.17
MD step 4920: esapsed time: 59883.97, average time: 12.17
MD step 4930: esapsed time: 60000.68, average time: 12.17
MD step 4940: esapsed time: 60127.92, average time: 12.17
MD step 4950: esapsed time: 60254.65, average time: 12.17
MD step 4960: esapsed time: 60380.52, average time: 12.17
MD step 4970: esapsed time: 60513.50, average time: 12.17
MD step 4980: esapsed time: 60655.30, average time: 12.18
MD step 4990: esapsed time: 60805.87, average time: 12.18
MD step 5000: esapsed time: 60935.28, average time: 12.18
MD step 5010: esapsed time: 61048.63, average time: 12.18
MD step 5020: esapsed time: 61175.33, average time: 12.18
MD step 5030: esapsed time: 61313.88, average time: 12.19
MD step 5040: esapsed time: 61462.40, average time: 12.19
MD step 5050: esapsed time: 61594.79, average time: 12.19
MD step 5060: esapsed time: 61731.17, average time: 12.20
MD step 5070: esapsed time: 61874.13, average time: 12.20
MD step 5080: esapsed time: 61995.26, average time: 12.20
MD step 5090: esapsed time: 62112.97, average time: 12.20
MD step 5100: esapsed time: 62246.80, average time: 12.20
MD step 5110: esapsed time: 62370.39, average time: 12.20
MD step 5120: esapsed time: 62500.34, average time: 12.20
MD step 5130: esapsed time: 62641.21, average time: 12.21
MD step 5140: esapsed time: 62757.43, average time: 12.21
MD step 5150: esapsed time: 62874.96, average time: 12.21
MD step 5160: esapsed time: 63001.19, average time: 12.21
MD step 5170: esapsed time: 63128.32, average time: 12.21
MD step 5180: esapsed time: 63253.47, average time: 12.21
MD step 5190: esapsed time: 63378.90, average time: 12.21
MD step 5200: esapsed time: 63500.21, average time: 12.21
