MD step 0: esapsed time: 7.82, average time: 7.82
MD step 1410: esapsed time: 7392.63, average time: 5.24
MD step 1420: esapsed time: 7445.91, average time: 5.24
MD step 1430: esapsed time: 7508.75, average time: 5.25
MD step 1440: esapsed time: 7565.15, average time: 5.25
MD step 1450: esapsed time: 7617.16, average time: 5.25
MD step 1460: esapsed time: 7674.50, average time: 5.25
MD step 1470: esapsed time: 7726.87, average time: 5.25
MD step 1480: esapsed time: 7775.17, average time: 5.25
MD step 1490: esapsed time: 7822.75, average time: 5.25
MD step 1500: esapsed time: 7870.61, average time: 5.24
MD step 1510: esapsed time: 7919.20, average time: 5.24
MD step 1520: esapsed time: 7974.60, average time: 5.24
MD step 1530: esapsed time: 8025.68, average time: 5.24
MD step 1540: esapsed time: 8075.38, average time: 5.24
MD step 1550: esapsed time: 8124.75, average time: 5.24
MD step 1560: esapsed time: 8177.20, average time: 5.24
MD step 1570: esapsed time: 8225.26, average time: 5.24
MD step 1580: esapsed time: 8281.43, average time: 5.24
MD step 1590: esapsed time: 8334.72, average time: 5.24
MD step 1600: esapsed time: 8385.93, average time: 5.24
MD step 1610: esapsed time: 8438.97, average time: 5.24
MD step 1620: esapsed time: 8492.64, average time: 5.24
MD step 1630: esapsed time: 8545.46, average time: 5.24
MD step 1640: esapsed time: 8601.56, average time: 5.24
MD step 1650: esapsed time: 8654.93, average time: 5.24
MD step 1660: esapsed time: 8708.85, average time: 5.24
MD step 1670: esapsed time: 8763.95, average time: 5.24
MD step 1680: esapsed time: 8821.01, average time: 5.25
MD step 1690: esapsed time: 8875.34, average time: 5.25
MD step 1700: esapsed time: 8926.02, average time: 5.25
MD step 1710: esapsed time: 8979.05, average time: 5.25
MD step 1720: esapsed time: 9031.03, average time: 5.25
MD step 1730: esapsed time: 9081.28, average time: 5.25
MD step 1740: esapsed time: 9133.79, average time: 5.25
MD step 1750: esapsed time: 9182.60, average time: 5.24
MD step 1760: esapsed time: 9231.36, average time: 5.24
MD step 1770: esapsed time: 9279.26, average time: 5.24
MD step 1780: esapsed time: 9330.76, average time: 5.24
MD step 1790: esapsed time: 9379.04, average time: 5.24
MD step 1800: esapsed time: 9427.99, average time: 5.23
MD step 1810: esapsed time: 9480.73, average time: 5.24
MD step 1820: esapsed time: 9535.11, average time: 5.24
MD step 1830: esapsed time: 9585.61, average time: 5.24
MD step 1840: esapsed time: 9637.24, average time: 5.23
MD step 1850: esapsed time: 9689.97, average time: 5.23
MD step 1860: esapsed time: 9744.83, average time: 5.24
MD step 1870: esapsed time: 9795.63, average time: 5.24
MD step 1880: esapsed time: 9844.43, average time: 5.23
MD step 1890: esapsed time: 9903.89, average time: 5.24
MD step 1900: esapsed time: 9959.86, average time: 5.24
MD step 1910: esapsed time: 10017.87, average time: 5.24
MD step 1920: esapsed time: 10070.31, average time: 5.24
MD step 1930: esapsed time: 10125.42, average time: 5.24
MD step 1940: esapsed time: 10180.88, average time: 5.25
MD step 1950: esapsed time: 10231.60, average time: 5.24
MD step 1960: esapsed time: 10283.05, average time: 5.24
MD step 1970: esapsed time: 10333.81, average time: 5.24
MD step 1980: esapsed time: 10391.61, average time: 5.25
MD step 1990: esapsed time: 10444.06, average time: 5.25
MD step 2000: esapsed time: 10494.74, average time: 5.24
MD step 2010: esapsed time: 10545.09, average time: 5.24
MD step 2020: esapsed time: 10595.74, average time: 5.24
MD step 2030: esapsed time: 10650.96, average time: 5.24
MD step 2040: esapsed time: 10699.51, average time: 5.24
MD step 2050: esapsed time: 10752.04, average time: 5.24
MD step 2060: esapsed time: 10804.63, average time: 5.24
MD step 2070: esapsed time: 10855.96, average time: 5.24
MD step 2080: esapsed time: 10904.91, average time: 5.24
MD step 2090: esapsed time: 10953.30, average time: 5.24
MD step 2100: esapsed time: 11009.62, average time: 5.24
MD step 2110: esapsed time: 11062.79, average time: 5.24
MD step 2120: esapsed time: 11112.02, average time: 5.24
MD step 2130: esapsed time: 11160.11, average time: 5.24
MD step 2140: esapsed time: 11210.11, average time: 5.24
MD step 2150: esapsed time: 11260.20, average time: 5.23
MD step 2160: esapsed time: 11309.93, average time: 5.23
MD step 2170: esapsed time: 11359.76, average time: 5.23
MD step 2180: esapsed time: 11410.27, average time: 5.23
MD step 2190: esapsed time: 11460.89, average time: 5.23
MD step 2200: esapsed time: 11513.80, average time: 5.23
MD step 2210: esapsed time: 11564.35, average time: 5.23
MD step 2220: esapsed time: 11616.20, average time: 5.23
MD step 2230: esapsed time: 11665.79, average time: 5.23
MD step 2240: esapsed time: 11718.21, average time: 5.23
MD step 2250: esapsed time: 11769.68, average time: 5.23
MD step 2260: esapsed time: 11822.69, average time: 5.23
MD step 2270: esapsed time: 11880.32, average time: 5.23
MD step 2280: esapsed time: 11931.94, average time: 5.23
MD step 2290: esapsed time: 11980.44, average time: 5.23
MD step 2300: esapsed time: 12032.95, average time: 5.23
MD step 2310: esapsed time: 12085.77, average time: 5.23
MD step 2320: esapsed time: 12143.95, average time: 5.23
MD step 2330: esapsed time: 12198.07, average time: 5.23
MD step 2340: esapsed time: 12247.06, average time: 5.23
MD step 2350: esapsed time: 12298.62, average time: 5.23
MD step 2360: esapsed time: 12356.59, average time: 5.23
MD step 2370: esapsed time: 12407.81, average time: 5.23
MD step 2380: esapsed time: 12463.60, average time: 5.23
MD step 2390: esapsed time: 12519.29, average time: 5.24
MD step 2400: esapsed time: 12569.40, average time: 5.24
MD step 2410: esapsed time: 12619.31, average time: 5.23
MD step 2420: esapsed time: 12683.80, average time: 5.24
MD step 2430: esapsed time: 12741.09, average time: 5.24
MD step 2440: esapsed time: 12791.17, average time: 5.24
MD step 2450: esapsed time: 12844.08, average time: 5.24
MD step 2460: esapsed time: 12899.81, average time: 5.24
MD step 2470: esapsed time: 12951.82, average time: 5.24
MD step 2480: esapsed time: 13003.19, average time: 5.24
MD step 2490: esapsed time: 13056.11, average time: 5.24
MD step 2500: esapsed time: 13110.84, average time: 5.24
MD step 2510: esapsed time: 13164.59, average time: 5.24
MD step 2520: esapsed time: 13214.37, average time: 5.24
MD step 2530: esapsed time: 13266.72, average time: 5.24
MD step 2540: esapsed time: 13316.66, average time: 5.24
MD step 2550: esapsed time: 13375.06, average time: 5.24
MD step 2560: esapsed time: 13424.04, average time: 5.24
MD step 2570: esapsed time: 13475.07, average time: 5.24
MD step 2580: esapsed time: 13526.27, average time: 5.24
MD step 2590: esapsed time: 13575.80, average time: 5.24
MD step 2600: esapsed time: 13625.96, average time: 5.24
MD step 2610: esapsed time: 13674.95, average time: 5.24
MD step 2620: esapsed time: 13727.65, average time: 5.24
MD step 2630: esapsed time: 13779.73, average time: 5.24
MD step 2640: esapsed time: 13830.52, average time: 5.24
MD step 2650: esapsed time: 13884.85, average time: 5.24
MD step 2660: esapsed time: 13934.60, average time: 5.24
MD step 2670: esapsed time: 13997.32, average time: 5.24
MD step 2680: esapsed time: 14047.41, average time: 5.24
MD step 2690: esapsed time: 14096.46, average time: 5.24
MD step 2700: esapsed time: 14150.97, average time: 5.24
MD step 2710: esapsed time: 14200.23, average time: 5.24
MD step 2720: esapsed time: 14251.76, average time: 5.24
MD step 2730: esapsed time: 14305.86, average time: 5.24
MD step 2740: esapsed time: 14356.60, average time: 5.24
MD step 2750: esapsed time: 14405.70, average time: 5.24
MD step 2760: esapsed time: 14455.75, average time: 5.24
MD step 2770: esapsed time: 14504.10, average time: 5.23
MD step 2780: esapsed time: 14552.98, average time: 5.23
MD step 2790: esapsed time: 14601.02, average time: 5.23
MD step 2800: esapsed time: 14652.20, average time: 5.23
MD step 2810: esapsed time: 14709.51, average time: 5.23
MD step 2820: esapsed time: 14763.34, average time: 5.23
MD step 2830: esapsed time: 14813.15, average time: 5.23
MD step 2840: esapsed time: 14863.81, average time: 5.23
MD step 2850: esapsed time: 14913.12, average time: 5.23
MD step 2860: esapsed time: 14967.81, average time: 5.23
MD step 2870: esapsed time: 15034.05, average time: 5.24
MD step 2880: esapsed time: 15084.40, average time: 5.24
MD step 2890: esapsed time: 15137.78, average time: 5.24
MD step 2900: esapsed time: 15190.02, average time: 5.24
MD step 2910: esapsed time: 15245.52, average time: 5.24
MD step 2920: esapsed time: 15297.15, average time: 5.24
MD step 2930: esapsed time: 15348.48, average time: 5.24
MD step 2940: esapsed time: 15401.17, average time: 5.24
MD step 2950: esapsed time: 15452.24, average time: 5.24
MD step 2960: esapsed time: 15504.33, average time: 5.24
MD step 2970: esapsed time: 15560.02, average time: 5.24
MD step 2980: esapsed time: 15612.28, average time: 5.24
MD step 2990: esapsed time: 15664.17, average time: 5.24
MD step 3000: esapsed time: 15717.14, average time: 5.24
MD step 3010: esapsed time: 15769.24, average time: 5.24
MD step 3020: esapsed time: 15824.88, average time: 5.24
MD step 3030: esapsed time: 15878.36, average time: 5.24
MD step 3040: esapsed time: 15933.86, average time: 5.24
MD step 3050: esapsed time: 15991.10, average time: 5.24
MD step 3060: esapsed time: 16045.03, average time: 5.24
MD step 3070: esapsed time: 16106.58, average time: 5.24
MD step 3080: esapsed time: 16159.39, average time: 5.24
MD step 3090: esapsed time: 16211.45, average time: 5.24
MD step 3100: esapsed time: 16263.94, average time: 5.24
MD step 3110: esapsed time: 16319.35, average time: 5.25
MD step 3120: esapsed time: 16370.73, average time: 5.25
MD step 3130: esapsed time: 16427.07, average time: 5.25
MD step 3140: esapsed time: 16489.62, average time: 5.25
MD step 3150: esapsed time: 16545.53, average time: 5.25
MD step 3160: esapsed time: 16604.31, average time: 5.25
MD step 3170: esapsed time: 16658.64, average time: 5.25
MD step 3180: esapsed time: 16713.42, average time: 5.25
MD step 3190: esapsed time: 16763.27, average time: 5.25
MD step 3200: esapsed time: 16819.74, average time: 5.25
MD step 3210: esapsed time: 16880.94, average time: 5.26
MD step 3220: esapsed time: 16932.92, average time: 5.26
MD step 3230: esapsed time: 16985.77, average time: 5.26
MD step 3240: esapsed time: 17041.93, average time: 5.26
MD step 3250: esapsed time: 17102.66, average time: 5.26
MD step 3260: esapsed time: 17152.82, average time: 5.26
MD step 3270: esapsed time: 17207.21, average time: 5.26
MD step 3280: esapsed time: 17258.16, average time: 5.26
MD step 3290: esapsed time: 17309.44, average time: 5.26
MD step 3300: esapsed time: 17364.41, average time: 5.26
MD step 3310: esapsed time: 17416.37, average time: 5.26
MD step 3320: esapsed time: 17468.51, average time: 5.26
MD step 3330: esapsed time: 17525.34, average time: 5.26
MD step 3340: esapsed time: 17573.63, average time: 5.26
MD step 3350: esapsed time: 17631.43, average time: 5.26
MD step 3360: esapsed time: 17684.44, average time: 5.26
MD step 3370: esapsed time: 17734.02, average time: 5.26
MD step 3380: esapsed time: 17785.22, average time: 5.26
MD step 3390: esapsed time: 17839.86, average time: 5.26
MD step 3400: esapsed time: 17890.65, average time: 5.26
MD step 3410: esapsed time: 17942.31, average time: 5.26
MD step 3420: esapsed time: 17991.34, average time: 5.26
MD step 3430: esapsed time: 18039.55, average time: 5.26
MD step 3440: esapsed time: 18088.50, average time: 5.26
MD step 3450: esapsed time: 18139.61, average time: 5.26
MD step 3460: esapsed time: 18195.37, average time: 5.26
MD step 3470: esapsed time: 18246.11, average time: 5.26
MD step 3480: esapsed time: 18299.45, average time: 5.26
MD step 3490: esapsed time: 18350.34, average time: 5.26
MD step 3500: esapsed time: 18401.87, average time: 5.26
MD step 3510: esapsed time: 18452.62, average time: 5.26
MD step 3520: esapsed time: 18515.00, average time: 5.26
MD step 3530: esapsed time: 18577.03, average time: 5.26
MD step 3540: esapsed time: 18633.58, average time: 5.26
MD step 3550: esapsed time: 18687.62, average time: 5.26
MD step 3560: esapsed time: 18742.51, average time: 5.26
MD step 3570: esapsed time: 18806.74, average time: 5.27
MD step 3580: esapsed time: 18858.81, average time: 5.27
MD step 3590: esapsed time: 18910.16, average time: 5.27
MD step 3600: esapsed time: 18961.85, average time: 5.27
MD step 3610: esapsed time: 19011.41, average time: 5.26
MD step 3620: esapsed time: 19062.01, average time: 5.26
MD step 3630: esapsed time: 19116.20, average time: 5.26
MD step 3640: esapsed time: 19168.99, average time: 5.26
MD step 3650: esapsed time: 19224.05, average time: 5.27
MD step 3660: esapsed time: 19276.86, average time: 5.27
MD step 3670: esapsed time: 19326.52, average time: 5.26
MD step 3680: esapsed time: 19384.61, average time: 5.27
MD step 3690: esapsed time: 19439.63, average time: 5.27
MD step 3700: esapsed time: 19494.01, average time: 5.27
MD step 3710: esapsed time: 19554.57, average time: 5.27
MD step 3720: esapsed time: 19608.69, average time: 5.27
MD step 3730: esapsed time: 19661.49, average time: 5.27
MD step 3740: esapsed time: 19710.26, average time: 5.27
MD step 3750: esapsed time: 19763.74, average time: 5.27
MD step 3760: esapsed time: 19824.96, average time: 5.27
MD step 3770: esapsed time: 19882.20, average time: 5.27
MD step 3780: esapsed time: 19936.22, average time: 5.27
MD step 3790: esapsed time: 19988.80, average time: 5.27
MD step 3800: esapsed time: 20042.80, average time: 5.27
MD step 3810: esapsed time: 20094.54, average time: 5.27
MD step 3820: esapsed time: 20145.33, average time: 5.27
MD step 3830: esapsed time: 20195.96, average time: 5.27
MD step 3840: esapsed time: 20245.86, average time: 5.27
MD step 3850: esapsed time: 20298.71, average time: 5.27
MD step 3860: esapsed time: 20350.94, average time: 5.27
MD step 3870: esapsed time: 20402.58, average time: 5.27
MD step 3880: esapsed time: 20454.17, average time: 5.27
MD step 3890: esapsed time: 20505.27, average time: 5.27
MD step 3900: esapsed time: 20556.46, average time: 5.27
MD step 3910: esapsed time: 20614.10, average time: 5.27
MD step 3920: esapsed time: 20666.66, average time: 5.27
MD step 3930: esapsed time: 20718.97, average time: 5.27
MD step 3940: esapsed time: 20770.01, average time: 5.27
MD step 3950: esapsed time: 20820.74, average time: 5.27
MD step 3960: esapsed time: 20873.77, average time: 5.27
MD step 3970: esapsed time: 20931.11, average time: 5.27
MD step 3980: esapsed time: 20988.23, average time: 5.27
MD step 3990: esapsed time: 21040.47, average time: 5.27
MD step 4000: esapsed time: 21091.40, average time: 5.27
MD step 4010: esapsed time: 21143.33, average time: 5.27
MD step 4020: esapsed time: 21198.29, average time: 5.27
MD step 4030: esapsed time: 21248.85, average time: 5.27
MD step 4040: esapsed time: 21301.47, average time: 5.27
MD step 4050: esapsed time: 21354.25, average time: 5.27
MD step 4060: esapsed time: 21405.18, average time: 5.27
MD step 4070: esapsed time: 21456.22, average time: 5.27
MD step 4080: esapsed time: 21506.17, average time: 5.27
MD step 4090: esapsed time: 21558.09, average time: 5.27
MD step 4100: esapsed time: 21610.40, average time: 5.27
MD step 4110: esapsed time: 21663.58, average time: 5.27
MD step 4120: esapsed time: 21718.51, average time: 5.27
MD step 4130: esapsed time: 21774.00, average time: 5.27
MD step 4140: esapsed time: 21824.38, average time: 5.27
MD step 4150: esapsed time: 21874.22, average time: 5.27
MD step 4160: esapsed time: 21929.12, average time: 5.27
MD step 4170: esapsed time: 21978.61, average time: 5.27
MD step 4180: esapsed time: 22032.07, average time: 5.27
MD step 4190: esapsed time: 22087.16, average time: 5.27
MD step 4200: esapsed time: 22147.73, average time: 5.27
MD step 4210: esapsed time: 22210.32, average time: 5.27
MD step 4220: esapsed time: 22258.42, average time: 5.27
MD step 4230: esapsed time: 22307.51, average time: 5.27
MD step 4240: esapsed time: 22355.91, average time: 5.27
MD step 4250: esapsed time: 22405.47, average time: 5.27
MD step 4260: esapsed time: 22454.84, average time: 5.27
MD step 4270: esapsed time: 22503.48, average time: 5.27
MD step 4280: esapsed time: 22554.01, average time: 5.27
MD step 4290: esapsed time: 22605.80, average time: 5.27
MD step 4300: esapsed time: 22660.85, average time: 5.27
MD step 4310: esapsed time: 22710.40, average time: 5.27
MD step 4320: esapsed time: 22762.48, average time: 5.27
MD step 4330: esapsed time: 22812.78, average time: 5.27
MD step 4340: esapsed time: 22863.80, average time: 5.27
MD step 4350: esapsed time: 22918.42, average time: 5.27
MD step 4360: esapsed time: 22972.95, average time: 5.27
MD step 4370: esapsed time: 23026.71, average time: 5.27
MD step 4380: esapsed time: 23081.43, average time: 5.27
MD step 4390: esapsed time: 23133.16, average time: 5.27
MD step 4400: esapsed time: 23184.89, average time: 5.27
MD step 4410: esapsed time: 23238.21, average time: 5.27
MD step 4420: esapsed time: 23287.45, average time: 5.27
MD step 4430: esapsed time: 23335.96, average time: 5.27
MD step 4440: esapsed time: 23386.02, average time: 5.27
MD step 4450: esapsed time: 23438.49, average time: 5.27
MD step 4460: esapsed time: 23493.20, average time: 5.27
MD step 4470: esapsed time: 23545.07, average time: 5.27
MD step 4480: esapsed time: 23599.49, average time: 5.27
MD step 4490: esapsed time: 23647.19, average time: 5.27
MD step 4500: esapsed time: 23699.10, average time: 5.27
MD step 4510: esapsed time: 23747.08, average time: 5.26
MD step 4520: esapsed time: 23796.94, average time: 5.26
MD step 4530: esapsed time: 23844.85, average time: 5.26
MD step 4540: esapsed time: 23893.98, average time: 5.26
MD step 4550: esapsed time: 23944.22, average time: 5.26
MD step 4560: esapsed time: 23992.79, average time: 5.26
MD step 4570: esapsed time: 24043.87, average time: 5.26
MD step 4580: esapsed time: 24095.22, average time: 5.26
MD step 4590: esapsed time: 24143.79, average time: 5.26
MD step 4600: esapsed time: 24201.04, average time: 5.26
MD step 4610: esapsed time: 24254.05, average time: 5.26
MD step 4620: esapsed time: 24303.98, average time: 5.26
MD step 4630: esapsed time: 24362.42, average time: 5.26
MD step 4640: esapsed time: 24420.22, average time: 5.26
MD step 4650: esapsed time: 24472.29, average time: 5.26
MD step 4660: esapsed time: 24526.34, average time: 5.26
MD step 4670: esapsed time: 24578.67, average time: 5.26
MD step 4680: esapsed time: 24628.65, average time: 5.26
MD step 4690: esapsed time: 24678.76, average time: 5.26
MD step 4700: esapsed time: 24728.87, average time: 5.26
MD step 4710: esapsed time: 24778.72, average time: 5.26
MD step 4720: esapsed time: 24829.69, average time: 5.26
MD step 4730: esapsed time: 24881.38, average time: 5.26
MD step 4740: esapsed time: 24930.46, average time: 5.26
MD step 4750: esapsed time: 24980.15, average time: 5.26
MD step 4760: esapsed time: 25032.49, average time: 5.26
MD step 4770: esapsed time: 25080.96, average time: 5.26
MD step 4780: esapsed time: 25128.97, average time: 5.26
MD step 4790: esapsed time: 25176.41, average time: 5.25
MD step 4800: esapsed time: 25225.42, average time: 5.25
MD step 4810: esapsed time: 25271.77, average time: 5.25
MD step 4820: esapsed time: 25318.12, average time: 5.25
MD step 4830: esapsed time: 25366.56, average time: 5.25
MD step 4840: esapsed time: 25414.41, average time: 5.25
MD step 4850: esapsed time: 25461.94, average time: 5.25
MD step 4860: esapsed time: 25510.41, average time: 5.25
MD step 4870: esapsed time: 25559.30, average time: 5.25
MD step 4880: esapsed time: 25611.16, average time: 5.25
MD step 4890: esapsed time: 25666.56, average time: 5.25
MD step 4900: esapsed time: 25715.60, average time: 5.25
MD step 4910: esapsed time: 25764.50, average time: 5.25
MD step 4920: esapsed time: 25814.15, average time: 5.25
MD step 4930: esapsed time: 25862.87, average time: 5.24
MD step 4940: esapsed time: 25911.15, average time: 5.24
MD step 4950: esapsed time: 25961.60, average time: 5.24
MD step 4960: esapsed time: 26020.86, average time: 5.25
MD step 4970: esapsed time: 26072.39, average time: 5.24
MD step 4980: esapsed time: 26122.94, average time: 5.24
MD step 4990: esapsed time: 26176.83, average time: 5.24
MD step 5000: esapsed time: 26226.47, average time: 5.24
MD step 5010: esapsed time: 26280.11, average time: 5.24
MD step 5020: esapsed time: 26328.03, average time: 5.24
MD step 5030: esapsed time: 26377.79, average time: 5.24
MD step 5040: esapsed time: 26427.23, average time: 5.24
MD step 5050: esapsed time: 26477.20, average time: 5.24
MD step 5060: esapsed time: 26529.48, average time: 5.24
MD step 5070: esapsed time: 26580.16, average time: 5.24
MD step 5080: esapsed time: 26630.61, average time: 5.24
MD step 5090: esapsed time: 26681.58, average time: 5.24
MD step 5100: esapsed time: 26732.35, average time: 5.24
MD step 5110: esapsed time: 26785.07, average time: 5.24
MD step 5120: esapsed time: 26835.48, average time: 5.24
MD step 5130: esapsed time: 26885.17, average time: 5.24
MD step 5140: esapsed time: 26936.29, average time: 5.24
MD step 5150: esapsed time: 26988.18, average time: 5.24
MD step 5160: esapsed time: 27039.88, average time: 5.24
MD step 5170: esapsed time: 27089.70, average time: 5.24
MD step 5180: esapsed time: 27138.84, average time: 5.24
MD step 5190: esapsed time: 27188.31, average time: 5.24
MD step 5200: esapsed time: 27242.69, average time: 5.24
MD step 5210: esapsed time: 27293.63, average time: 5.24
